date,airport,direction,time,destination,flight,airline,duration,raw_text,scraped_at
2026-04-24,BKK,departure,00:05,ARN Stockholm,TG960,TG,12h 20m,00:05 | Thai Airways | ARN Stockholm | TG960 | 12h 20m | DETAILS,2026-01-30T15:52:08.611363
2026-04-24,BKK,departure,01:15,TFU Chengdu,3U3938,3U,3h 5m,01:15 | Sichuan Airlines | TFU Chengdu | 3U3938 | 3h 5m | DETAILS,2026-01-30T15:52:10.999175
2026-04-24,BKK,departure,01:15,DXB Dubai,EK385,EK,6h 30m,01:15 | Emirates | DXB Dubai | EK385 | 6h 30m | DETAILS,2026-01-30T15:52:11.104280
2026-04-24,BKK,departure,01:15,KIX Osaka,MM92,MM,6h 5m,01:15 | Peach Aviation | KIX Osaka | MM92 | 6h 5m | DETAILS,2026-01-30T15:52:11.214515
2026-04-24,BKK,departure,01:20,ICN Seoul,OZ742,OZ,5h 25m,01:20 | Asiana | ICN Seoul | OZ742 | 5h 25m | DETAILS,2026-01-30T15:52:11.430209
2026-04-24,BKK,departure,01:30,PEK Beijing,CA980,CA,4h 40m,01:30 | Air China | PEK Beijing | CA980 | 4h 40m | DETAILS,2026-01-30T15:52:11.530624
2026-04-24,BKK,departure,01:30,HKG Hong Kong,HB296,HB,3h 0m,01:30 | Greater Bay Airlines | HKG Hong Kong | HB296 | 3h 0m | DETAILS,2026-01-30T15:52:11.632550
2026-04-24,BKK,departure,01:30,PVG Shanghai,HO1352,HO,4h 15m,01:30 | Juneyao Airlines | PVG Shanghai | HO1352 | 4h 15m | DETAILS,2026-01-30T15:52:11.739914
2026-04-24,BKK,departure,01:35,TPE Taipei,BR206,BR,3h 45m,01:35 | EVA Air | TPE Taipei | BR206 | 3h 45m | DETAILS,2026-01-30T15:52:11.857137
2026-04-24,BKK,departure,01:45,DOH Doha,QR837,QR,6h 55m,01:45 | Qatar Airways | DOH Doha | QR837 | 6h 55m | DETAILS,2026-01-30T15:52:12.384346
2026-04-24,BKK,departure,01:50,XMN Xiamen,MF844,MF,3h 25m,01:50 | XiamenAir | XMN Xiamen | MF844 | 3h 25m | DETAILS,2026-01-30T15:52:12.486345
2026-04-24,BKK,departure,01:50,ADD Addis Ababa,ET629,ET,8h 40m,01:50 | Ethiopian | ADD Addis Ababa | ET629 | 8h 40m | DETAILS,2026-01-30T15:52:12.577908
2026-04-24,BKK,departure,01:50,HKG Hong Kong,HX760,HX,3h 0m,01:50 | Hong Kong Airlines | HKG Hong Kong | HX760 | 3h 0m | DETAILS,2026-01-30T15:52:12.645161
2026-04-24,BKK,departure,01:55,HKG Hong Kong,HX780,HX,3h 0m,01:55 | Hong Kong Airlines | HKG Hong Kong | HX780 | 3h 0m | DETAILS,2026-01-30T15:52:12.713059
2026-04-24,BKK,departure,01:55,TPE Taipei,VZ566,VZ,3h 50m,01:55 | Vietjet Thailand | TPE Taipei | VZ566 | 3h 50m | DETAILS,2026-01-30T15:52:12.786488
2026-04-24,BKK,departure,02:05,TAE Daegu,TW106,TW,5h 35m,02:05 | T´Way Air | TAE Daegu | TW106 | 5h 35m | DETAILS,2026-01-30T15:52:12.862785
2026-04-24,BKK,departure,02:05,DOH Doha,QR827,QR,6h 55m,02:05 | Qatar Airways | DOH Doha | QR827 | 6h 55m | DETAILS,2026-01-30T15:52:12.926609
2026-04-24,BKK,departure,02:10,NKG Nanjing,MU2804,MU,4h 0m,02:10 | China Eastern | NKG Nanjing | MU2804 | 4h 0m | DETAILS,2026-01-30T15:52:12.995297
2026-04-24,BKK,departure,02:10,PVG Shanghai,MU548,MU,4h 25m,02:10 | China Eastern | PVG Shanghai | MU548 | 4h 25m | DETAILS,2026-01-30T15:52:13.065006
2026-04-24,BKK,departure,02:15,DXB Dubai,EK377,EK,6h 45m,02:15 | Emirates | DXB Dubai | EK377 | 6h 45m | DETAILS,2026-01-30T15:52:13.131478
2026-04-24,BKK,departure,02:20,VIE Vienna,BR61,BR,11h 15m,02:20 | EVA Air | VIE Vienna | BR61 | 11h 15m | DETAILS,2026-01-30T15:52:13.199777
2026-04-24,BKK,departure,02:20,KWI Kuwait,KU414,KU,7h 20m,02:20 | Kuwait Airways | KWI Kuwait | KU414 | 7h 20m | DETAILS,2026-01-30T15:52:13.267443
2026-04-24,BKK,departure,02:25,RGN Yangon,8M391,8M,1h 20m,02:25 | MAI | RGN Yangon | 8M391 | 1h 20m | DETAILS,2026-01-30T15:52:13.333992
2026-04-24,BKK,departure,02:25,ICN Seoul,VZ850,VZ,5h 35m,02:25 | Vietjet Thailand | ICN Seoul | VZ850 | 5h 35m | DETAILS,2026-01-30T15:52:13.401822
2026-04-24,BKK,departure,02:40,TPE Taipei,CI838,CI,3h 45m,02:40 | China Airlines | TPE Taipei | CI838 | 3h 45m | DETAILS,2026-01-30T15:52:13.467935
2026-04-24,BKK,departure,02:40,HKG Hong Kong,HX768,HX,3h 20m,02:40 | Hong Kong Airlines | HKG Hong Kong | HX768 | 3h 20m | DETAILS,2026-01-30T15:52:13.540709
2026-04-24,BKK,departure,02:50,TAO Qingdao,SC4080,SC,4h 35m,02:50 | Shandong Airlines | TAO Qingdao | SC4080 | 4h 35m | DETAILS,2026-01-30T15:52:13.605776
2026-04-24,BKK,departure,03:00,CAN Guangzhou,MU2078,MU,3h 50m,03:00 | China Eastern | CAN Guangzhou | MU2078 | 3h 50m | DETAILS,2026-01-30T15:52:13.687093
2026-04-24,BKK,departure,03:00,CAN Guangzhou,CZ3036,CZ,2h 55m,03:00 | China Southern | CAN Guangzhou | CZ3036 | 2h 55m | DETAILS,2026-01-30T15:52:13.764375
2026-04-24,BKK,departure,03:15,SZX Shenzhen,ZH306,ZH,2h 55m,03:15 | Shenzhen Airlines | SZX Shenzhen | ZH306 | 2h 55m | DETAILS,2026-01-30T15:52:13.828079
2026-04-24,BKK,departure,03:15,AUH Abu Dhabi,EY401,EY,6h 30m,03:15 | Etihad | AUH Abu Dhabi | EY401 | 6h 30m | DETAILS,2026-01-30T15:52:13.892993
2026-04-24,BKK,departure,03:15,DXB Dubai,EK371,EK,6h 35m,03:15 | Emirates | DXB Dubai | EK371 | 6h 35m | DETAILS,2026-01-30T15:52:13.964726
2026-04-24,BKK,departure,03:25,MNL Manila,5J932,5J,3h 45m,03:25 | Cebu Pacific | MNL Manila | 5J932 | 3h 45m | DETAILS,2026-01-30T15:52:14.033095
2026-04-24,BKK,departure,03:50,DEL Delhi,SG88,SG,4h 25m,03:50 | SpiceJet | DEL Delhi | SG88 | 4h 25m | DETAILS,2026-01-30T15:52:14.103099
2026-04-24,BKK,departure,05:05,PVG Shanghai,FM848,FM,4h 30m,05:05 | Shanghai Airlines | PVG Shanghai | FM848 | 4h 30m | DETAILS,2026-01-30T15:52:14.167483
2026-04-24,BKK,departure,05:30,CIT Shymkent,DV470,DV,7h 0m,05:30 | SCAT Airlines | CIT Shymkent | DV470 | 7h 0m | DETAILS,2026-01-30T15:52:14.236924
2026-04-24,BKK,departure,06:00,KUL Kuala Lumpur,MH797,MH,2h 10m,06:00 | Malaysia Airlines | KUL Kuala Lumpur | MH797 | 2h 10m | DETAILS,2026-01-30T15:52:14.296697
2026-04-24,BKK,departure,06:05,USM Koh Samui,PG101,PG,1h 5m,06:05 | Bangkok Airways | USM Koh Samui | PG101 | 1h 5m | DETAILS,2026-01-30T15:52:14.358384
2026-04-24,BKK,departure,06:10,CNX Chiang Mai,VZ100,VZ,1h 20m,06:10 | Vietjet Thailand | CNX Chiang Mai | VZ100 | 1h 20m | DETAILS,2026-01-30T15:52:14.428965
2026-04-24,BKK,departure,06:10,NST Nakhon Si Thammarat,VZ330,VZ,1h 20m,06:10 | Vietjet Thailand | NST Nakhon Si Thammarat | VZ330 | 1h 20m | DETAILS,2026-01-30T15:52:14.495233
2026-04-24,BKK,departure,06:25,USM Koh Samui,PG103,PG,1h 5m,06:25 | Bangkok Airways | USM Koh Samui | PG103 | 1h 5m | DETAILS,2026-01-30T15:52:14.560178
2026-04-24,BKK,departure,06:30,CEI Chiang Rai,VZ130,VZ,1h 25m,06:30 | Vietjet Thailand | CEI Chiang Rai | VZ130 | 1h 25m | DETAILS,2026-01-30T15:52:14.622508
2026-04-24,BKK,departure,06:30,CCU Kolkata,B3701,B3,2h 45m,06:30 | Bhutan Airlines | CCU Kolkata | B3701 | 2h 45m | DETAILS,2026-01-30T15:52:14.687267
2026-04-24,BKK,departure,06:40,CEI Chiang Rai,FD4150,FD,1h 25m,06:40 | Thai AirAsia | CEI Chiang Rai | FD4150 | 1h 25m | DETAILS,2026-01-30T15:52:14.752005
2026-04-24,BKK,departure,06:40,USM Koh Samui,PG109,PG,1h 5m,06:40 | Bangkok Airways | USM Koh Samui | PG109 | 1h 5m | DETAILS,2026-01-30T15:52:14.816614
2026-04-24,BKK,departure,06:40,IST Istanbul,TK59,TK,10h 0m,06:40 | Turkish Airlines | IST Istanbul | TK59 | 10h 0m | DETAILS,2026-01-30T15:52:14.895611
2026-04-24,BKK,departure,06:45,TAS Tashkent,C6526,C6,6h 45m,06:45 | Centrum Air | TAS Tashkent | C6526 | 6h 45m | DETAILS,2026-01-30T15:52:14.961015
2026-04-24,BKK,departure,07:00,THS Sukhothai,PG211,PG,1h 20m,07:00 | Bangkok Airways | THS Sukhothai | PG211 | 1h 20m | DETAILS,2026-01-30T15:52:15.034064
2026-04-24,BKK,departure,07:00,HDY Hat Yai,TG259,TG,1h 25m,07:00 | Thai Airways | HDY Hat Yai | TG259 | 1h 25m | DETAILS,2026-01-30T15:52:15.100890
2026-04-24,BKK,departure,07:00,KKC Khon Kaen,TG40,TG,1h 0m,07:00 | Thai Airways | KKC Khon Kaen | TG40 | 1h 0m | DETAILS,2026-01-30T15:52:15.159480
2026-04-24,BKK,departure,07:00,UTH Udon Thani,TG2,TG,1h 10m,07:00 | Thai Airways | UTH Udon Thani | TG2 | 1h 10m | DETAILS,2026-01-30T15:52:15.224632
2026-04-24,BKK,departure,07:00,HKT Phuket,VZ314,VZ,1h 30m,07:00 | Vietjet Thailand | HKT Phuket | VZ314 | 1h 30m | DETAILS,2026-01-30T15:52:15.303120
2026-04-24,BKK,departure,07:00,KBV Krabi,VZ340,VZ,1h 25m,07:00 | Vietjet Thailand | KBV Krabi | VZ340 | 1h 25m | DETAILS,2026-01-30T15:52:15.371202
2026-04-24,BKK,departure,07:00,NRT Tokyo,NH806,NH,6h 20m,07:00 | ANA | NRT Tokyo | NH806 | 6h 20m | DETAILS,2026-01-30T15:52:15.435332
2026-04-24,BKK,departure,07:00,GAU Guwahati,KB141,KB,3h 0m,07:00 | Drukair | GAU Guwahati | KB141 | 3h 0m | DETAILS,2026-01-30T15:52:15.500214
2026-04-24,BKK,departure,07:05,KKC Khon Kaen,VZ210,VZ,1h 5m,07:05 | Vietjet Thailand | KKC Khon Kaen | VZ210 | 1h 5m | DETAILS,2026-01-30T15:52:15.563362
2026-04-24,BKK,departure,07:05,UBP Ubon Ratchathani,TG20,TG,1h 10m,07:05 | Thai Airways | UBP Ubon Ratchathani | TG20 | 1h 10m | DETAILS,2026-01-30T15:52:15.633307
2026-04-24,BKK,departure,07:05,YVR Vancouver,AC66,AC,13h 30m,07:05 | Air Canada | YVR Vancouver | AC66 | 13h 30m | DETAILS,2026-01-30T15:52:15.699404
2026-04-24,BKK,departure,07:05,HEL Helsinki,AY142,AY,12h 20m,07:05 | Finnair | HEL Helsinki | AY142 | 12h 20m | DETAILS,2026-01-30T15:52:15.762487
2026-04-24,BKK,departure,07:10,HDY Hat Yai,VZ320,VZ,1h 30m,07:10 | Vietjet Thailand | HDY Hat Yai | VZ320 | 1h 30m | DETAILS,2026-01-30T15:52:15.824238
2026-04-24,BKK,departure,07:10,USM Koh Samui,PG107,PG,1h 5m,07:10 | Bangkok Airways | USM Koh Samui | PG107 | 1h 5m | DETAILS,2026-01-30T15:52:15.890049
2026-04-24,BKK,departure,07:15,HDY Hat Yai,FD4202,FD,1h 35m,07:15 | Thai AirAsia | HDY Hat Yai | FD4202 | 1h 35m | DETAILS,2026-01-30T15:52:15.952797
2026-04-24,BKK,departure,07:15,UTH Udon Thani,FD4350,FD,1h 15m,07:15 | Thai AirAsia | UTH Udon Thani | FD4350 | 1h 15m | DETAILS,2026-01-30T15:52:16.015833
2026-04-24,BKK,departure,07:20,KBV Krabi,PG261,PG,1h 25m,07:20 | Bangkok Airways | KBV Krabi | PG261 | 1h 25m | DETAILS,2026-01-30T15:52:16.076005
2026-04-24,BKK,departure,07:25,CNX Chiang Mai,TG102,TG,1h 20m,07:25 | Thai Airways | CNX Chiang Mai | TG102 | 1h 20m | DETAILS,2026-01-30T15:52:16.146568
2026-04-24,BKK,departure,07:25,MNL Manila,TG620,TG,3h 20m,07:25 | Thai Airways | MNL Manila | TG620 | 3h 20m | DETAILS,2026-01-30T15:52:16.210199
2026-04-24,BKK,departure,07:30,URT Surat Thani,FD4212,FD,1h 25m,07:30 | Thai AirAsia | URT Surat Thani | FD4212 | 1h 25m | DETAILS,2026-01-30T15:52:16.273496
2026-04-24,BKK,departure,07:30,USM Koh Samui,PG121,PG,1h 5m,07:30 | Bangkok Airways | USM Koh Samui | PG121 | 1h 5m | DETAILS,2026-01-30T15:52:16.346343
2026-04-24,BKK,departure,07:30,HKT Phuket,TG201,TG,1h 30m,07:30 | Thai Airways | HKT Phuket | TG201 | 1h 30m | DETAILS,2026-01-30T15:52:16.405541
2026-04-24,BKK,departure,07:30,KTI Phnom Penh,TG586,TG,1h 20m,07:30 | Thai Airways | KTI Phnom Penh | TG586 | 1h 20m | DETAILS,2026-01-30T15:52:16.473126
2026-04-24,BKK,departure,07:30,PER Perth,TG481,TG,6h 35m,07:30 | Thai Airways | PER Perth | TG481 | 6h 35m | DETAILS,2026-01-30T15:52:16.540560
2026-04-24,BKK,departure,07:35,SGN Ho Chi Minh City,TG550,TG,1h 30m,07:35 | Thai Airways | SGN Ho Chi Minh City | TG550 | 1h 30m | DETAILS,2026-01-30T15:52:16.605876
2026-04-24,BKK,departure,07:35,DEL Delhi,TG323,TG,4h 30m,07:35 | Thai Airways | DEL Delhi | TG323 | 4h 30m | DETAILS,2026-01-30T15:52:16.675858
2026-04-24,BKK,departure,07:40,KBV Krabi,TG241,TG,1h 20m,07:40 | Thai Airways | KBV Krabi | TG241 | 1h 20m | DETAILS,2026-01-30T15:52:16.740635
2026-04-24,BKK,departure,07:40,CNX Chiang Mai,VZ114,VZ,1h 20m,07:40 | Vietjet Thailand | CNX Chiang Mai | VZ114 | 1h 20m | DETAILS,2026-01-30T15:52:16.805474
2026-04-24,BKK,departure,07:40,SAI Siem Reap,PG903,PG,1h 20m,07:40 | Bangkok Airways | SAI Siem Reap | PG903 | 1h 20m | DETAILS,2026-01-30T15:52:16.873188
2026-04-24,BKK,departure,07:45,HAN Hanoi,TG560,TG,1h 50m,07:45 | Thai Airways | HAN Hanoi | TG560 | 1h 50m | DETAILS,2026-01-30T15:52:16.943002
2026-04-24,BKK,departure,07:45,NRT Tokyo,TG676,TG,6h 10m,07:45 | Thai Airways | NRT Tokyo | TG676 | 6h 10m | DETAILS,2026-01-30T15:52:17.009282
2026-04-24,BKK,departure,07:45,CMB Colombo,UL403,UL,3h 20m,07:45 | SriLankan Airlines | CMB Colombo | UL403 | 3h 20m | DETAILS,2026-01-30T15:52:17.072601
2026-04-24,BKK,departure,07:50,KMG Kunming,MU9622,MU,2h 5m,07:50 | China Eastern | KMG Kunming | MU9622 | 2h 5m | DETAILS,2026-01-30T15:52:17.142872
2026-04-24,BKK,departure,07:55,HKT Phuket,FD4124,FD,1h 35m,07:55 | Thai AirAsia | HKT Phuket | FD4124 | 1h 35m | DETAILS,2026-01-30T15:52:17.213106
2026-04-24,BKK,departure,08:00,HKG Hong Kong,TG600,TG,2h 45m,08:00 | Thai Airways | HKG Hong Kong | TG600 | 2h 45m | DETAILS,2026-01-30T15:52:17.278252
2026-04-24,BKK,departure,08:00,ICN Seoul,TG652,TG,5h 25m,08:00 | Thai Airways | ICN Seoul | TG652 | 5h 25m | DETAILS,2026-01-30T15:52:17.339558
2026-04-24,BKK,departure,08:00,CNX Chiang Mai,PG215,PG,1h 20m,08:00 | Bangkok Airways | CNX Chiang Mai | PG215 | 1h 20m | DETAILS,2026-01-30T15:52:17.406800
2026-04-24,BKK,departure,08:00,CGK Jakarta,TG433,TG,3h 35m,08:00 | Thai Airways | CGK Jakarta | TG433 | 3h 35m | DETAILS,2026-01-30T15:52:17.484019
2026-04-24,BKK,departure,08:00,SIN Singapore,TG403,TG,2h 15m,08:00 | Thai Airways | SIN Singapore | TG403 | 2h 15m | DETAILS,2026-01-30T15:52:17.552137
2026-04-24,BKK,departure,08:05,HKG Hong Kong,CX700,CX,3h 5m,08:05 | Cathay Pacific | HKG Hong Kong | CX700 | 3h 5m | DETAILS,2026-01-30T15:52:17.644503
2026-04-24,BKK,departure,08:05,HKT Phuket,PG271,PG,1h 30m,08:05 | Bangkok Airways | HKT Phuket | PG271 | 1h 30m | DETAILS,2026-01-30T15:52:17.802237
2026-04-24,BKK,departure,08:05,CEI Chiang Rai,TG130,TG,1h 35m,08:05 | Thai Airways | CEI Chiang Rai | TG130 | 1h 35m | DETAILS,2026-01-30T15:52:17.906817
2026-04-24,BKK,departure,08:05,HKT Phuket,TG203,TG,1h 30m,08:05 | Thai Airways | HKT Phuket | TG203 | 1h 30m | DETAILS,2026-01-30T15:52:18.014329
2026-04-24,BKK,departure,08:05,NRT Tokyo,JL708,JL,6h 10m,08:05 | JAL | NRT Tokyo | JL708 | 6h 10m | DETAILS,2026-01-30T15:52:18.119341
2026-04-24,BKK,departure,08:10,TAS Tashkent,HY532,HY,7h 0m,08:10 | Uzbekistan Airways | TAS Tashkent | HY532 | 7h 0m | DETAILS,2026-01-30T15:52:18.223729
2026-04-24,BKK,departure,08:10,MEL Melbourne,TG461,TG,8h 50m,08:10 | Thai Airways | MEL Melbourne | TG461 | 8h 50m | DETAILS,2026-01-30T15:52:18.326120
2026-04-24,BKK,departure,08:10,USM Koh Samui,PG123,PG,1h 10m,08:10 | Bangkok Airways | USM Koh Samui | PG123 | 1h 10m | DETAILS,2026-01-30T15:52:18.435111
2026-04-24,BKK,departure,08:15,DAD Da Nang,VZ964,VZ,1h 40m,08:15 | Vietjet Thailand | DAD Da Nang | VZ964 | 1h 40m | DETAILS,2026-01-30T15:52:18.551738
2026-04-24,BKK,departure,08:15,TDX Trat,PG301,PG,1h 0m,08:15 | Bangkok Airways | TDX Trat | PG301 | 1h 0m | DETAILS,2026-01-30T15:52:18.654055
2026-04-24,BKK,departure,08:20,HKT Phuket,VZ300,VZ,1h 30m,08:20 | Vietjet Thailand | HKT Phuket | VZ300 | 1h 30m | DETAILS,2026-01-30T15:52:18.756549
2026-04-24,BKK,departure,08:20,CAN Guangzhou,CZ362,CZ,3h 0m,08:20 | China Southern | CAN Guangzhou | CZ362 | 3h 0m | DETAILS,2026-01-30T15:52:18.863915
2026-04-24,BKK,departure,08:20,KBV Krabi,FD4402,FD,1h 30m,08:20 | Thai AirAsia | KBV Krabi | FD4402 | 1h 30m | DETAILS,2026-01-30T15:52:18.970134
2026-04-24,BKK,departure,08:25,CNX Chiang Mai,FD4104,FD,1h 25m,08:25 | Thai AirAsia | CNX Chiang Mai | FD4104 | 1h 25m | DETAILS,2026-01-30T15:52:19.075791
2026-04-24,BKK,departure,08:25,KIX Osaka,TG672,TG,5h 30m,08:25 | Thai Airways | KIX Osaka | TG672 | 5h 30m | DETAILS,2026-01-30T15:52:19.179157
2026-04-24,BKK,departure,08:25,TPE Taipei,TG632,TG,3h 40m,08:25 | Thai Airways | TPE Taipei | TG632 | 3h 40m | DETAILS,2026-01-30T15:52:19.285446
2026-04-24,BKK,departure,08:30,UTH Udon Thani,VZ200,VZ,1h 10m,08:30 | Vietjet Thailand | UTH Udon Thani | VZ200 | 1h 10m | DETAILS,2026-01-30T15:52:19.412827
2026-04-24,BKK,departure,08:30,SYD Sydney,TG475,TG,9h 0m,08:30 | Thai Airways | SYD Sydney | TG475 | 9h 0m | DETAILS,2026-01-30T15:52:19.516175
2026-04-24,BKK,departure,08:40,DEL Delhi,AI2333,AI,4h 25m,08:40 | Air India | DEL Delhi | AI2333 | 4h 25m | DETAILS,2026-01-30T15:52:19.622235
2026-04-24,BKK,departure,08:40,KTI Phnom Penh,VZ720,VZ,1h 15m,08:40 | Vietjet Thailand | KTI Phnom Penh | VZ720 | 1h 15m | DETAILS,2026-01-30T15:52:19.727361
2026-04-24,BKK,departure,08:55,BOM Mumbai,6E1052,6E,4h 25m,08:55 | IndiGo | BOM Mumbai | 6E1052 | 4h 25m | DETAILS,2026-01-30T15:52:19.833142
2026-04-24,BKK,departure,08:55,SHJ Sharjah,G9822,G9,6h 25m,08:55 | Air Arabia | SHJ Sharjah | G9822 | 6h 25m | DETAILS,2026-01-30T15:52:19.945149
2026-04-24,BKK,departure,08:55,TPE Taipei,VZ568,VZ,3h 50m,08:55 | Vietjet Thailand | TPE Taipei | VZ568 | 3h 50m | DETAILS,2026-01-30T15:52:20.056843
2026-04-24,BKK,departure,09:00,MCT Muscat,WY818,WY,5h 50m,09:00 | Oman Air | MCT Muscat | WY818 | 5h 50m | DETAILS,2026-01-30T15:52:20.166091
2026-04-24,BKK,departure,09:05,KUL Kuala Lumpur,TG415,TG,2h 10m,09:05 | Thai Airways | KUL Kuala Lumpur | TG415 | 2h 10m | DETAILS,2026-01-30T15:52:20.275671
2026-04-24,BKK,departure,09:05,SIN Singapore,TR609,TR,2h 20m,09:05 | Scoot | SIN Singapore | TR609 | 2h 20m | DETAILS,2026-01-30T15:52:20.397329
2026-04-24,BKK,departure,09:05,DOH Doha,QR831,QR,6h 55m,09:05 | Qatar Airways | DOH Doha | QR831 | 6h 55m | DETAILS,2026-01-30T15:52:20.504338
2026-04-24,BKK,departure,09:15,JJN Jinjiang,AQ1436,AQ,2h 45m,09:15 | 9 Air | JJN Jinjiang | AQ1436 | 2h 45m | DETAILS,2026-01-30T15:52:20.611993
2026-04-24,BKK,departure,09:15,AUH Abu Dhabi,EY403,EY,6h 20m,09:15 | Etihad | AUH Abu Dhabi | EY403 | 6h 20m | DETAILS,2026-01-30T15:52:20.716343
2026-04-24,BKK,departure,09:15,USM Koh Samui,PG115,PG,1h 30m,09:15 | Bangkok Airways | USM Koh Samui | PG115 | 1h 30m | DETAILS,2026-01-30T15:52:20.824131
2026-04-24,BKK,departure,09:20,RGN Yangon,UB20,UB,1h 25m,09:20 | Myanmar National Airlines | RGN Yangon | UB20 | 1h 25m | DETAILS,2026-01-30T15:52:20.937484
2026-04-24,BKK,departure,09:20,MLE Male,PG711,PG,4h 25m,09:20 | Bangkok Airways | MLE Male | PG711 | 4h 25m | DETAILS,2026-01-30T15:52:21.057200
2026-04-24,BKK,departure,09:20,SIN Singapore,SQ705,SQ,2h 25m,09:20 | Singapore Airlines | SIN Singapore | SQ705 | 2h 25m | DETAILS,2026-01-30T15:52:21.246478
2026-04-24,BKK,departure,09:20,PQC Phu Quoc,VZ980,VZ,1h 20m,09:20 | Vietjet Thailand | PQC Phu Quoc | VZ980 | 1h 20m | DETAILS,2026-01-30T15:52:21.339129
2026-04-24,BKK,departure,09:25,MAA Chennai,6E1062,6E,3h 15m,09:25 | IndiGo | MAA Chennai | 6E1062 | 3h 15m | DETAILS,2026-01-30T15:52:21.430096
2026-04-24,BKK,departure,09:30,HKT Phuket,TG205,TG,1h 30m,09:30 | Thai Airways | HKT Phuket | TG205 | 1h 30m | DETAILS,2026-01-30T15:52:21.522566
