date,airport,direction,time,destination,flight,airline,duration,raw_text,scraped_at
2026-12-23,BKK,departure,00:05,CDG Paris,TG930,TG,12h 45m,00:05 | Thai Airways | CDG Paris | TG930 | 12h 45m | DETAILS,2026-02-02T18:04:59.522436
2026-12-23,BKK,departure,01:05,DXB Dubai,EK385,EK,6h 50m,01:05 | Emirates | DXB Dubai | EK385 | 6h 50m | DETAILS,2026-02-02T18:05:04.453527
2026-12-23,BKK,departure,01:05,PKX Beijing,MU2072,MU,4h 50m,01:05 | China Eastern | PKX Beijing | MU2072 | 4h 50m | DETAILS,2026-02-02T18:05:04.692518
2026-12-23,BKK,departure,01:10,KIX Osaka,JL728,JL,5h 0m,01:10 | JAL | KIX Osaka | JL728 | 5h 0m | DETAILS,2026-02-02T18:05:04.955364
2026-12-23,BKK,departure,01:10,KIX Osaka,MM92,MM,5h 35m,01:10 | Peach Aviation | KIX Osaka | MM92 | 5h 35m | DETAILS,2026-02-02T18:05:05.632660
2026-12-23,BKK,departure,01:10,TFU Chengdu,3U3938,3U,3h 0m,01:10 | Sichuan Airlines | TFU Chengdu | 3U3938 | 3h 0m | DETAILS,2026-02-02T18:05:05.973714
2026-12-23,BKK,departure,01:10,PVG Shanghai,TG662,TG,4h 15m,01:10 | Thai Airways | PVG Shanghai | TG662 | 4h 15m | DETAILS,2026-02-02T18:05:06.327101
2026-12-23,BKK,departure,01:15,PNQ Pune,6E1096,6E,4h 5m,01:15 | IndiGo | PNQ Pune | 6E1096 | 4h 5m | DETAILS,2026-02-02T18:05:06.673508
2026-12-23,BKK,departure,01:15,PVG Shanghai,9C8756,9C,4h 0m,01:15 | Spring Airlines | PVG Shanghai | 9C8756 | 4h 0m | DETAILS,2026-02-02T18:05:07.020373
2026-12-23,BKK,departure,01:30,ICN Seoul,TW102,TW,5h 30m,01:30 | T´Way Air | ICN Seoul | TW102 | 5h 30m | DETAILS,2026-02-02T18:05:07.400124
2026-12-23,BKK,departure,01:30,PEK Beijing,CA980,CA,4h 40m,01:30 | Air China | PEK Beijing | CA980 | 4h 40m | DETAILS,2026-02-02T18:05:07.801250
2026-12-23,BKK,departure,01:35,ADD Addis Ababa,ET629,ET,8h 30m,01:35 | Ethiopian | ADD Addis Ababa | ET629 | 8h 30m | DETAILS,2026-02-02T18:05:08.186181
2026-12-23,BKK,departure,01:40,HKG Hong Kong,HB296,HB,3h 5m,01:40 | Greater Bay Airlines | HKG Hong Kong | HB296 | 3h 5m | DETAILS,2026-02-02T18:05:08.550875
2026-12-23,BKK,departure,01:45,XMN Xiamen,MF844,MF,3h 30m,01:45 | XiamenAir | XMN Xiamen | MF844 | 3h 30m | DETAILS,2026-02-02T18:05:08.924966
2026-12-23,BKK,departure,01:50,PVG Shanghai,HO1358,HO,4h 5m,01:50 | Juneyao Airlines | PVG Shanghai | HO1358 | 4h 5m | DETAILS,2026-02-02T18:05:09.299092
2026-12-23,BKK,departure,01:50,TPE Taipei,VZ566,VZ,3h 40m,01:50 | Vietjet Thailand | TPE Taipei | VZ566 | 3h 40m | DETAILS,2026-02-02T18:05:09.692477
2026-12-23,BKK,departure,01:55,PVG Shanghai,FM850,FM,4h 15m,01:55 | Shanghai Airlines | PVG Shanghai | FM850 | 4h 15m | DETAILS,2026-02-02T18:05:10.076128
2026-12-23,BKK,departure,01:55,HKG Hong Kong,HX780,HX,3h 0m,01:55 | Hong Kong Airlines | HKG Hong Kong | HX780 | 3h 0m | DETAILS,2026-02-02T18:05:10.427097
2026-12-23,BKK,departure,02:00,DXB Dubai,EK377,EK,6h 55m,02:00 | Emirates | DXB Dubai | EK377 | 6h 55m | DETAILS,2026-02-02T18:05:10.792452
2026-12-23,BKK,departure,02:00,DOH Doha,QR837,QR,7h 25m,02:00 | Qatar Airways | DOH Doha | QR837 | 7h 25m | DETAILS,2026-02-02T18:05:11.170240
2026-12-23,BKK,departure,02:05,ICN Seoul,KE656,KE,5h 35m,02:05 | Korean Air | ICN Seoul | KE656 | 5h 35m | DETAILS,2026-02-02T18:05:11.537398
2026-12-23,BKK,departure,02:10,CAN Guangzhou,CZ3036,CZ,2h 55m,02:10 | China Southern | CAN Guangzhou | CZ3036 | 2h 55m | DETAILS,2026-02-02T18:05:11.897468
2026-12-23,BKK,departure,02:15,TPE Taipei,BR206,BR,3h 35m,02:15 | EVA Air | TPE Taipei | BR206 | 3h 35m | DETAILS,2026-02-02T18:05:12.252777
2026-12-23,BKK,departure,02:20,RGN Yangon,8M391,8M,1h 20m,02:20 | MAI | RGN Yangon | 8M391 | 1h 20m | DETAILS,2026-02-02T18:05:12.618294
2026-12-23,BKK,departure,02:20,NKG Nanjing,MU2804,MU,3h 50m,02:20 | China Eastern | NKG Nanjing | MU2804 | 3h 50m | DETAILS,2026-02-02T18:05:12.988242
2026-12-23,BKK,departure,02:25,ICN Seoul,VZ850,VZ,5h 30m,02:25 | Vietjet Thailand | ICN Seoul | VZ850 | 5h 30m | DETAILS,2026-02-02T18:05:13.330667
2026-12-23,BKK,departure,02:30,PVG Shanghai,CA806,CA,4h 10m,02:30 | Air China | PVG Shanghai | CA806 | 4h 10m | DETAILS,2026-02-02T18:05:13.701053
2026-12-23,BKK,departure,02:30,TAE Daegu,TW106,TW,5h 10m,02:30 | T´Way Air | TAE Daegu | TW106 | 5h 10m | DETAILS,2026-02-02T18:05:14.087608
2026-12-23,BKK,departure,02:35,TPE Taipei,CI838,CI,3h 40m,02:35 | China Airlines | TPE Taipei | CI838 | 3h 40m | DETAILS,2026-02-02T18:05:14.456818
2026-12-23,BKK,departure,02:35,KMG Kunming,MU894,MU,2h 20m,02:35 | China Eastern | KMG Kunming | MU894 | 2h 20m | DETAILS,2026-02-02T18:05:14.835285
2026-12-23,BKK,departure,02:40,SZX Shenzhen,CZ8158,CZ,3h 30m,02:40 | China Southern | SZX Shenzhen | CZ8158 | 3h 30m | DETAILS,2026-02-02T18:05:15.203712
2026-12-23,BKK,departure,02:50,WUH Wuhan,CZ3030,CZ,3h 40m,02:50 | China Southern | WUH Wuhan | CZ3030 | 3h 40m | DETAILS,2026-02-02T18:05:15.570690
2026-12-23,BKK,departure,02:50,CGO Zhengzhou,CZ3080,CZ,4h 0m,02:50 | China Southern | CGO Zhengzhou | CZ3080 | 4h 0m | DETAILS,2026-02-02T18:05:15.937865
2026-12-23,BKK,departure,02:50,XIY Xian,9C6252,9C,3h 45m,02:50 | Spring Airlines | XIY Xian | 9C6252 | 3h 45m | DETAILS,2026-02-02T18:05:16.303210
2026-12-23,BKK,departure,02:55,AUH Abu Dhabi,EY401,EY,6h 50m,02:55 | Etihad | AUH Abu Dhabi | EY401 | 6h 50m | DETAILS,2026-02-02T18:05:16.653633
2026-12-23,BKK,departure,02:55,DXB Dubai,EK371,EK,6h 40m,02:55 | Emirates | DXB Dubai | EK371 | 6h 40m | DETAILS,2026-02-02T18:05:17.131617
2026-12-23,BKK,departure,03:00,DOH Doha,QR827,QR,7h 25m,03:00 | Qatar Airways | DOH Doha | QR827 | 7h 25m | DETAILS,2026-02-02T18:05:26.965202
2026-12-23,BKK,departure,03:05,TNA Jinan,SC8076,SC,4h 20m,03:05 | Shandong Airlines | TNA Jinan | SC8076 | 4h 20m | DETAILS,2026-02-02T18:05:27.339810
2026-12-23,BKK,departure,03:10,CAN Guangzhou,MU2078,MU,3h 45m,03:10 | China Eastern | CAN Guangzhou | MU2078 | 3h 45m | DETAILS,2026-02-02T18:05:27.675591
2026-12-23,BKK,departure,03:15,SZX Shenzhen,ZH306,ZH,2h 45m,03:15 | Shenzhen Airlines | SZX Shenzhen | ZH306 | 2h 45m | DETAILS,2026-02-02T18:05:27.942514
2026-12-23,BKK,departure,03:20,HKG Hong Kong,HX760,HX,2h 45m,03:20 | Hong Kong Airlines | HKG Hong Kong | HX760 | 2h 45m | DETAILS,2026-02-02T18:05:28.190489
2026-12-23,BKK,departure,03:30,IKT Irkutsk,S76306,S7,6h 25m,03:30 | S7 Airlines | IKT Irkutsk | S76306 | 6h 25m | DETAILS,2026-02-02T18:05:28.429735
2026-12-23,BKK,departure,03:50,MNL Manila,5J932,5J,3h 40m,03:50 | Cebu Pacific | MNL Manila | 5J932 | 3h 40m | DETAILS,2026-02-02T18:05:28.671090
2026-12-23,BKK,departure,05:05,PVG Shanghai,FM848,FM,4h 30m,05:05 | Shanghai Airlines | PVG Shanghai | FM848 | 4h 30m | DETAILS,2026-02-02T18:05:28.920719
2026-12-23,BKK,departure,05:40,KUL Kuala Lumpur,MH797,MH,2h 15m,05:40 | Malaysia Airlines | KUL Kuala Lumpur | MH797 | 2h 15m | DETAILS,2026-02-02T18:05:29.179815
2026-12-23,BKK,departure,05:45,PVG Shanghai,MU7390,MU,4h 15m,05:45 | China Eastern | PVG Shanghai | MU7390 | 4h 15m | DETAILS,2026-02-02T18:05:29.438276
2026-12-23,BKK,departure,05:50,IST Istanbul,TK59,TK,10h 40m,05:50 | Turkish Airlines | IST Istanbul | TK59 | 10h 40m | DETAILS,2026-02-02T18:05:29.693604
2026-12-23,BKK,departure,05:55,CCU Kolkata,6E1058,6E,2h 55m,05:55 | IndiGo | CCU Kolkata | 6E1058 | 2h 55m | DETAILS,2026-02-02T18:05:29.941373
2026-12-23,BKK,departure,06:00,USM Koh Samui,PG101,PG,1h 10m,06:00 | Bangkok Airways | USM Koh Samui | PG101 | 1h 10m | DETAILS,2026-02-02T18:05:30.182702
2026-12-23,BKK,departure,06:05,NST Nakhon Si Thammarat,VZ330,VZ,1h 25m,06:05 | Vietjet Thailand | NST Nakhon Si Thammarat | VZ330 | 1h 25m | DETAILS,2026-02-02T18:05:30.429334
2026-12-23,BKK,departure,06:10,HKT Phuket,VZ302,VZ,1h 35m,06:10 | Vietjet Thailand | HKT Phuket | VZ302 | 1h 35m | DETAILS,2026-02-02T18:05:32.244896
2026-12-23,BKK,departure,06:10,USM Koh Samui,PG109,PG,1h 35m,06:10 | Bangkok Airways | USM Koh Samui | PG109 | 1h 35m | DETAILS,2026-02-02T18:05:32.544097
2026-12-23,BKK,departure,06:30,CCU Kolkata,B3701,B3,2h 45m,06:30 | Bhutan Airlines | CCU Kolkata | B3701 | 2h 45m | DETAILS,2026-02-02T18:05:32.859409
2026-12-23,BKK,departure,06:30,USM Koh Samui,PG107,PG,1h 35m,06:30 | Bangkok Airways | USM Koh Samui | PG107 | 1h 35m | DETAILS,2026-02-02T18:05:33.116368
2026-12-23,BKK,departure,06:30,CEI Chiang Rai,VZ130,VZ,1h 25m,06:30 | Vietjet Thailand | CEI Chiang Rai | VZ130 | 1h 25m | DETAILS,2026-02-02T18:05:33.356068
2026-12-23,BKK,departure,06:35,KBV Krabi,FD4402,FD,1h 25m,06:35 | Thai AirAsia | KBV Krabi | FD4402 | 1h 25m | DETAILS,2026-02-02T18:05:33.836390
2026-12-23,BKK,departure,06:35,HDY Hat Yai,TG259,TG,1h 30m,06:35 | Thai Airways | HDY Hat Yai | TG259 | 1h 30m | DETAILS,2026-02-02T18:05:34.073589
2026-12-23,BKK,departure,06:35,CNX Chiang Mai,VZ100,VZ,1h 25m,06:35 | Vietjet Thailand | CNX Chiang Mai | VZ100 | 1h 25m | DETAILS,2026-02-02T18:05:34.320589
2026-12-23,BKK,departure,06:50,CEI Chiang Rai,FD4150,FD,1h 20m,06:50 | Thai AirAsia | CEI Chiang Rai | FD4150 | 1h 20m | DETAILS,2026-02-02T18:05:34.613137
2026-12-23,BKK,departure,06:50,HKT Phuket,VZ314,VZ,1h 35m,06:50 | Vietjet Thailand | HKT Phuket | VZ314 | 1h 35m | DETAILS,2026-02-02T18:05:34.864979
2026-12-23,BKK,departure,06:55,KKC Khon Kaen,TG40,TG,1h 0m,06:55 | Thai Airways | KKC Khon Kaen | TG40 | 1h 0m | DETAILS,2026-02-02T18:05:35.105829
2026-12-23,BKK,departure,06:55,UTH Udon Thani,TG2,TG,1h 5m,06:55 | Thai Airways | UTH Udon Thani | TG2 | 1h 5m | DETAILS,2026-02-02T18:05:35.363653
2026-12-23,BKK,departure,07:00,THS Sukhothai,PG211,PG,1h 20m,07:00 | Bangkok Airways | THS Sukhothai | PG211 | 1h 20m | DETAILS,2026-02-02T18:05:35.640980
2026-12-23,BKK,departure,07:00,USM Koh Samui,PG125,PG,1h 10m,07:00 | Bangkok Airways | USM Koh Samui | PG125 | 1h 10m | DETAILS,2026-02-02T18:05:35.925124
2026-12-23,BKK,departure,07:00,UBP Ubon Ratchathani,TG20,TG,1h 10m,07:00 | Thai Airways | UBP Ubon Ratchathani | TG20 | 1h 10m | DETAILS,2026-02-02T18:05:36.200917
2026-12-23,BKK,departure,07:00,DEL Delhi,TG323,TG,4h 25m,07:00 | Thai Airways | DEL Delhi | TG323 | 4h 25m | DETAILS,2026-02-02T18:05:36.520554
2026-12-23,BKK,departure,07:05,KBV Krabi,VZ340,VZ,1h 25m,07:05 | Vietjet Thailand | KBV Krabi | VZ340 | 1h 25m | DETAILS,2026-02-02T18:05:36.778592
2026-12-23,BKK,departure,07:05,UTH Udon Thani,FD4350,FD,1h 5m,07:05 | Thai AirAsia | UTH Udon Thani | FD4350 | 1h 5m | DETAILS,2026-02-02T18:05:37.039587
2026-12-23,BKK,departure,07:05,KKC Khon Kaen,VZ210,VZ,1h 5m,07:05 | Vietjet Thailand | KKC Khon Kaen | VZ210 | 1h 5m | DETAILS,2026-02-02T18:05:37.348722
2026-12-23,BKK,departure,07:05,KBV Krabi,PG261,PG,1h 30m,07:05 | Bangkok Airways | KBV Krabi | PG261 | 1h 30m | DETAILS,2026-02-02T18:05:37.828284
2026-12-23,BKK,departure,07:10,HDY Hat Yai,VZ320,VZ,1h 30m,07:10 | Vietjet Thailand | HDY Hat Yai | VZ320 | 1h 30m | DETAILS,2026-02-02T18:05:38.292307
2026-12-23,BKK,departure,07:10,NRT Tokyo,NH806,NH,5h 55m,07:10 | ANA | NRT Tokyo | NH806 | 5h 55m | DETAILS,2026-02-02T18:05:38.692638
2026-12-23,BKK,departure,07:25,CNX Chiang Mai,TG102,TG,1h 20m,07:25 | Thai Airways | CNX Chiang Mai | TG102 | 1h 20m | DETAILS,2026-02-02T18:05:39.137151
2026-12-23,BKK,departure,07:25,KTI Phnom Penh,TG586,TG,1h 20m,07:25 | Thai Airways | KTI Phnom Penh | TG586 | 1h 20m | DETAILS,2026-02-02T18:05:39.426082
2026-12-23,BKK,departure,07:30,URT Surat Thani,FD4212,FD,1h 25m,07:30 | Thai AirAsia | URT Surat Thani | FD4212 | 1h 25m | DETAILS,2026-02-02T18:05:39.698004
2026-12-23,BKK,departure,07:30,USM Koh Samui,PG121,PG,1h 10m,07:30 | Bangkok Airways | USM Koh Samui | PG121 | 1h 10m | DETAILS,2026-02-02T18:05:39.961369
2026-12-23,BKK,departure,07:35,PER Perth,TG481,TG,6h 50m,07:35 | Thai Airways | PER Perth | TG481 | 6h 50m | DETAILS,2026-02-02T18:05:40.216891
2026-12-23,BKK,departure,07:35,KBV Krabi,TG241,TG,1h 20m,07:35 | Thai Airways | KBV Krabi | TG241 | 1h 20m | DETAILS,2026-02-02T18:05:40.469575
2026-12-23,BKK,departure,07:40,HKT Phuket,TG201,TG,1h 30m,07:40 | Thai Airways | HKT Phuket | TG201 | 1h 30m | DETAILS,2026-02-02T18:05:40.770653
2026-12-23,BKK,departure,07:45,SGN Ho Chi Minh City,TG550,TG,1h 30m,07:45 | Thai Airways | SGN Ho Chi Minh City | TG550 | 1h 30m | DETAILS,2026-02-02T18:05:41.090682
2026-12-23,BKK,departure,07:45,HAN Hanoi,TG560,TG,1h 50m,07:45 | Thai Airways | HAN Hanoi | TG560 | 1h 50m | DETAILS,2026-02-02T18:05:41.371780
2026-12-23,BKK,departure,07:45,SAI Siem Reap,TG588,TG,1h 0m,07:45 | Thai Airways | SAI Siem Reap | TG588 | 1h 0m | DETAILS,2026-02-02T18:05:41.620328
2026-12-23,BKK,departure,07:45,MNL Manila,TG620,TG,3h 10m,07:45 | Thai Airways | MNL Manila | TG620 | 3h 10m | DETAILS,2026-02-02T18:05:41.881608
2026-12-23,BKK,departure,07:50,HKT Phuket,FD4124,FD,1h 40m,07:50 | Thai AirAsia | HKT Phuket | FD4124 | 1h 40m | DETAILS,2026-02-02T18:05:42.108612
2026-12-23,BKK,departure,07:50,KMG Kunming,MU9622,MU,2h 35m,07:50 | China Eastern | KMG Kunming | MU9622 | 2h 35m | DETAILS,2026-02-02T18:05:42.393717
2026-12-23,BKK,departure,07:55,SAI Siem Reap,PG903,PG,1h 20m,07:55 | Bangkok Airways | SAI Siem Reap | PG903 | 1h 20m | DETAILS,2026-02-02T18:05:42.664152
2026-12-23,BKK,departure,07:55,HKG Hong Kong,CX756,CX,2h 50m,07:55 | Cathay Pacific | HKG Hong Kong | CX756 | 2h 50m | DETAILS,2026-02-02T18:05:42.915863
2026-12-23,BKK,departure,08:00,HEL Helsinki,AY142,AY,12h 35m,08:00 | Finnair | HEL Helsinki | AY142 | 12h 35m | DETAILS,2026-02-02T18:05:43.159544
2026-12-23,BKK,departure,08:00,HKT Phuket,PG271,PG,1h 35m,08:00 | Bangkok Airways | HKT Phuket | PG271 | 1h 35m | DETAILS,2026-02-02T18:05:43.400100
2026-12-23,BKK,departure,08:00,HKT Phuket,TG203,TG,1h 25m,08:00 | Thai Airways | HKT Phuket | TG203 | 1h 25m | DETAILS,2026-02-02T18:05:43.642504
2026-12-23,BKK,departure,08:00,NRT Tokyo,TG676,TG,5h 50m,08:00 | Thai Airways | NRT Tokyo | TG676 | 5h 50m | DETAILS,2026-02-02T18:05:43.899112
2026-12-23,BKK,departure,08:00,HKG Hong Kong,TG600,TG,2h 45m,08:00 | Thai Airways | HKG Hong Kong | TG600 | 2h 45m | DETAILS,2026-02-02T18:05:44.169301
2026-12-23,BKK,departure,08:05,NRT Tokyo,JL708,JL,5h 55m,08:05 | JAL | NRT Tokyo | JL708 | 5h 55m | DETAILS,2026-02-02T18:05:44.455335
2026-12-23,BKK,departure,08:05,CNX Chiang Mai,PG215,PG,1h 20m,08:05 | Bangkok Airways | CNX Chiang Mai | PG215 | 1h 20m | DETAILS,2026-02-02T18:05:44.756121
2026-12-23,BKK,departure,08:05,USM Koh Samui,PG123,PG,1h 15m,08:05 | Bangkok Airways | USM Koh Samui | PG123 | 1h 15m | DETAILS,2026-02-02T18:05:45.008449
2026-12-23,BKK,departure,08:10,TDX Trat,PG301,PG,1h 0m,08:10 | Bangkok Airways | TDX Trat | PG301 | 1h 0m | DETAILS,2026-02-02T18:05:45.258486
2026-12-23,BKK,departure,08:10,CEI Chiang Rai,TG130,TG,1h 30m,08:10 | Thai Airways | CEI Chiang Rai | TG130 | 1h 30m | DETAILS,2026-02-02T18:05:45.495067
2026-12-23,BKK,departure,08:10,SHJ Sharjah,G9822,G9,7h 0m,08:10 | Air Arabia | SHJ Sharjah | G9822 | 7h 0m | DETAILS,2026-02-02T18:05:45.862936
2026-12-23,BKK,departure,08:15,YVR Vancouver,AC66,AC,13h 20m,08:15 | Air Canada | YVR Vancouver | AC66 | 13h 20m | DETAILS,2026-02-02T18:05:46.481338
2026-12-23,BKK,departure,08:15,TPE Taipei,TG632,TG,3h 30m,08:15 | Thai Airways | TPE Taipei | TG632 | 3h 30m | DETAILS,2026-02-02T18:05:46.848120
2026-12-23,BKK,departure,08:15,KIX Osaka,TG672,TG,5h 30m,08:15 | Thai Airways | KIX Osaka | TG672 | 5h 30m | DETAILS,2026-02-02T18:05:47.287063
2026-12-23,BKK,departure,08:15,SIN Singapore,TG403,TG,2h 15m,08:15 | Thai Airways | SIN Singapore | TG403 | 2h 15m | DETAILS,2026-02-02T18:05:47.678262
2026-12-23,BKK,departure,08:15,DAD Da Nang,VZ964,VZ,1h 40m,08:15 | Vietjet Thailand | DAD Da Nang | VZ964 | 1h 40m | DETAILS,2026-02-02T18:05:48.056985
2026-12-23,BKK,departure,08:15,DOH Doha,QR831,QR,7h 25m,08:15 | Qatar Airways | DOH Doha | QR831 | 7h 25m | DETAILS,2026-02-02T18:05:48.402527
2026-12-23,BKK,departure,08:20,CGK Jakarta,TG433,TG,3h 35m,08:20 | Thai Airways | CGK Jakarta | TG433 | 3h 35m | DETAILS,2026-02-02T18:05:48.766051
2026-12-23,BKK,departure,08:20,MEL Melbourne,TG461,TG,9h 0m,08:20 | Thai Airways | MEL Melbourne | TG461 | 9h 0m | DETAILS,2026-02-02T18:05:49.152463
2026-12-23,BKK,departure,08:20,HKT Phuket,VZ300,VZ,1h 30m,08:20 | Vietjet Thailand | HKT Phuket | VZ300 | 1h 30m | DETAILS,2026-02-02T18:05:49.532891
2026-12-23,BKK,departure,08:20,CAN Guangzhou,CZ362,CZ,2h 50m,08:20 | China Southern | CAN Guangzhou | CZ362 | 2h 50m | DETAILS,2026-02-02T18:05:49.944824
2026-12-23,BKK,departure,08:30,GAY Gaya,KB123,KB,3h 20m,08:30 | Drukair | GAY Gaya | KB123 | 3h 20m | DETAILS,2026-02-02T18:05:50.313937
2026-12-23,BKK,departure,08:30,UTH Udon Thani,VZ200,VZ,1h 10m,08:30 | Vietjet Thailand | UTH Udon Thani | VZ200 | 1h 10m | DETAILS,2026-02-02T18:05:50.674569
2026-12-23,BKK,departure,08:30,HDY Hat Yai,FD4202,FD,1h 30m,08:30 | Thai AirAsia | HDY Hat Yai | FD4202 | 1h 30m | DETAILS,2026-02-02T18:05:51.074804
2026-12-23,BKK,departure,08:30,KTI Phnom Penh,VZ720,VZ,1h 15m,08:30 | Vietjet Thailand | KTI Phnom Penh | VZ720 | 1h 15m | DETAILS,2026-02-02T18:05:51.464894
2026-12-23,BKK,departure,08:30,SYD Sydney,TG475,TG,9h 20m,08:30 | Thai Airways | SYD Sydney | TG475 | 9h 20m | DETAILS,2026-02-02T18:05:51.838939
2026-12-23,BKK,departure,08:45,KUL Kuala Lumpur,TG415,TG,2h 10m,08:45 | Thai Airways | KUL Kuala Lumpur | TG415 | 2h 10m | DETAILS,2026-02-02T18:05:52.195056
2026-12-23,BKK,departure,08:50,DEL Delhi,AI2333,AI,4h 45m,08:50 | Air India | DEL Delhi | AI2333 | 4h 45m | DETAILS,2026-02-02T18:05:52.557969
2026-12-23,BKK,departure,08:50,DPS Denpasar,TG431,TG,4h 25m,08:50 | Thai Airways | DPS Denpasar | TG431 | 4h 25m | DETAILS,2026-02-02T18:05:52.912324
2026-12-23,BKK,departure,08:55,AUH Abu Dhabi,EY403,EY,6h 50m,08:55 | Etihad | AUH Abu Dhabi | EY403 | 6h 50m | DETAILS,2026-02-02T18:05:53.286259
2026-12-23,BKK,departure,09:00,USM Koh Samui,PG119,PG,1h 35m,09:00 | Bangkok Airways | USM Koh Samui | PG119 | 1h 35m | DETAILS,2026-02-02T18:05:53.791559
2026-12-23,BKK,departure,09:00,CMB Colombo,UL403,UL,3h 30m,09:00 | SriLankan Airlines | CMB Colombo | UL403 | 3h 30m | DETAILS,2026-02-02T18:05:54.160916
2026-12-23,BKK,departure,09:00,MCT Muscat,WY818,WY,6h 10m,09:00 | Oman Air | MCT Muscat | WY818 | 6h 10m | DETAILS,2026-02-02T18:05:54.522530
2026-12-23,BKK,departure,09:05,DOH Doha,QR839,QR,7h 25m,09:05 | Qatar Airways | DOH Doha | QR839 | 7h 25m | DETAILS,2026-02-02T18:05:54.923306
2026-12-23,BKK,departure,09:05,TPE Taipei,VZ568,VZ,3h 40m,09:05 | Vietjet Thailand | TPE Taipei | VZ568 | 3h 40m | DETAILS,2026-02-02T18:05:55.272755
2026-12-23,BKK,departure,09:05,CPH Copenhagen,SK976,SK,12h 30m,09:05 | SAS | CPH Copenhagen | SK976 | 12h 30m | DETAILS,2026-02-02T18:05:55.635556
2026-12-23,BKK,departure,09:10,HND Tokyo,NH848,NH,5h 45m,09:10 | ANA | HND Tokyo | NH848 | 5h 45m | DETAILS,2026-02-02T18:05:55.994796
2026-12-23,BKK,departure,09:15,JJN Jinjiang,AQ1436,AQ,2h 45m,09:15 | 9 Air | JJN Jinjiang | AQ1436 | 2h 45m | DETAILS,2026-02-02T18:05:56.368337
2026-12-23,BKK,departure,09:15,SIN Singapore,TR609,TR,2h 40m,09:15 | Scoot | SIN Singapore | TR609 | 2h 40m | DETAILS,2026-02-02T18:05:56.733910
