date,airport,direction,time,destination,flight,airline,duration,raw_text,scraped_at
2026-04-18,BKK,departure,00:01,PER Perth,TG483,TG,6h 44m,00:01 | Thai Airways | PER Perth | TG483 | 6h 44m | DETAILS,2026-01-30T15:36:46.515274
2026-04-18,BKK,departure,00:50,MUC Munich,TG924,TG,11h 15m,00:50 | Thai Airways | MUC Munich | TG924 | 11h 15m | DETAILS,2026-01-30T15:36:48.013512
2026-04-18,BKK,departure,01:05,ZRH Zurich,TG970,TG,11h 45m,01:05 | Thai Airways | ZRH Zurich | TG970 | 11h 45m | DETAILS,2026-01-30T15:36:48.111039
2026-04-18,BKK,departure,01:10,PNQ Pune,6E1096,6E,4h 5m,01:10 | IndiGo | PNQ Pune | 6E1096 | 4h 5m | DETAILS,2026-01-30T15:36:48.219974
2026-04-18,BKK,departure,01:10,ICN Seoul,7C2504,7C,5h 45m,01:10 | Jeju Air | ICN Seoul | 7C2504 | 5h 45m | DETAILS,2026-01-30T15:36:48.319755
2026-04-18,BKK,departure,01:15,PVG Shanghai,9C8756,9C,4h 25m,01:15 | Spring Airlines | PVG Shanghai | 9C8756 | 4h 25m | DETAILS,2026-01-30T15:36:48.417383
2026-04-18,BKK,departure,01:15,TFU Chengdu,3U3938,3U,3h 5m,01:15 | Sichuan Airlines | TFU Chengdu | 3U3938 | 3h 5m | DETAILS,2026-01-30T15:36:48.519757
2026-04-18,BKK,departure,01:15,DXB Dubai,EK385,EK,6h 30m,01:15 | Emirates | DXB Dubai | EK385 | 6h 30m | DETAILS,2026-01-30T15:36:48.640031
2026-04-18,BKK,departure,01:15,KIX Osaka,MM92,MM,6h 5m,01:15 | Peach Aviation | KIX Osaka | MM92 | 6h 5m | DETAILS,2026-01-30T15:36:48.734768
2026-04-18,BKK,departure,01:20,ICN Seoul,OZ742,OZ,5h 25m,01:20 | Asiana | ICN Seoul | OZ742 | 5h 25m | DETAILS,2026-01-30T15:36:48.834247
2026-04-18,BKK,departure,01:30,PEK Beijing,CA980,CA,4h 40m,01:30 | Air China | PEK Beijing | CA980 | 4h 40m | DETAILS,2026-01-30T15:36:48.934255
2026-04-18,BKK,departure,01:30,HKG Hong Kong,HB296,HB,3h 0m,01:30 | Greater Bay Airlines | HKG Hong Kong | HB296 | 3h 0m | DETAILS,2026-01-30T15:36:49.043000
2026-04-18,BKK,departure,01:30,PVG Shanghai,HO1352,HO,4h 15m,01:30 | Juneyao Airlines | PVG Shanghai | HO1352 | 4h 15m | DETAILS,2026-01-30T15:36:49.136903
2026-04-18,BKK,departure,01:35,TPE Taipei,BR206,BR,3h 45m,01:35 | EVA Air | TPE Taipei | BR206 | 3h 45m | DETAILS,2026-01-30T15:36:49.243957
2026-04-18,BKK,departure,01:45,DOH Doha,QR837,QR,6h 55m,01:45 | Qatar Airways | DOH Doha | QR837 | 6h 55m | DETAILS,2026-01-30T15:36:49.462916
2026-04-18,BKK,departure,01:50,XMN Xiamen,MF844,MF,3h 25m,01:50 | XiamenAir | XMN Xiamen | MF844 | 3h 25m | DETAILS,2026-01-30T15:36:49.567386
2026-04-18,BKK,departure,01:50,HKG Hong Kong,HX760,HX,3h 0m,01:50 | Hong Kong Airlines | HKG Hong Kong | HX760 | 3h 0m | DETAILS,2026-01-30T15:36:49.677496
2026-04-18,BKK,departure,01:50,JED Jeddah,SV849,SV,8h 10m,01:50 | Saudia | JED Jeddah | SV849 | 8h 10m | DETAILS,2026-01-30T15:36:49.775356
2026-04-18,BKK,departure,01:55,HKG Hong Kong,HX780,HX,3h 0m,01:55 | Hong Kong Airlines | HKG Hong Kong | HX780 | 3h 0m | DETAILS,2026-01-30T15:36:49.873368
2026-04-18,BKK,departure,01:55,TPE Taipei,VZ566,VZ,3h 50m,01:55 | Vietjet Thailand | TPE Taipei | VZ566 | 3h 50m | DETAILS,2026-01-30T15:36:49.977306
2026-04-18,BKK,departure,01:55,ADD Addis Ababa,ET609,ET,8h 40m,01:55 | Ethiopian | ADD Addis Ababa | ET609 | 8h 40m | DETAILS,2026-01-30T15:36:50.078970
2026-04-18,BKK,departure,02:05,TAE Daegu,TW106,TW,5h 35m,02:05 | T´Way Air | TAE Daegu | TW106 | 5h 35m | DETAILS,2026-01-30T15:36:50.216447
2026-04-18,BKK,departure,02:05,DOH Doha,QR827,QR,6h 55m,02:05 | Qatar Airways | DOH Doha | QR827 | 6h 55m | DETAILS,2026-01-30T15:36:50.348018
2026-04-18,BKK,departure,02:10,NKG Nanjing,MU2804,MU,4h 0m,02:10 | China Eastern | NKG Nanjing | MU2804 | 4h 0m | DETAILS,2026-01-30T15:36:50.442921
2026-04-18,BKK,departure,02:10,PVG Shanghai,MU548,MU,4h 25m,02:10 | China Eastern | PVG Shanghai | MU548 | 4h 25m | DETAILS,2026-01-30T15:36:50.524079
2026-04-18,BKK,departure,02:15,DXB Dubai,EK377,EK,6h 45m,02:15 | Emirates | DXB Dubai | EK377 | 6h 45m | DETAILS,2026-01-30T15:36:50.613025
2026-04-18,BKK,departure,02:25,RGN Yangon,8M391,8M,1h 20m,02:25 | MAI | RGN Yangon | 8M391 | 1h 20m | DETAILS,2026-01-30T15:36:50.703928
2026-04-18,BKK,departure,02:25,ICN Seoul,VZ850,VZ,5h 35m,02:25 | Vietjet Thailand | ICN Seoul | VZ850 | 5h 35m | DETAILS,2026-01-30T15:36:50.784817
2026-04-18,BKK,departure,02:25,TNA Jinan,SC8076,SC,4h 45m,02:25 | Shandong Airlines | TNA Jinan | SC8076 | 4h 45m | DETAILS,2026-01-30T15:36:50.875698
2026-04-18,BKK,departure,02:40,TPE Taipei,CI838,CI,3h 45m,02:40 | China Airlines | TPE Taipei | CI838 | 3h 45m | DETAILS,2026-01-30T15:36:50.964870
2026-04-18,BKK,departure,02:40,HKG Hong Kong,HX768,HX,3h 20m,02:40 | Hong Kong Airlines | HKG Hong Kong | HX768 | 3h 20m | DETAILS,2026-01-30T15:36:51.283819
2026-04-18,BKK,departure,02:50,XIY Xian,9C6252,9C,3h 45m,02:50 | Spring Airlines | XIY Xian | 9C6252 | 3h 45m | DETAILS,2026-01-30T15:36:51.376588
2026-04-18,BKK,departure,03:00,CAN Guangzhou,MU2078,MU,3h 50m,03:00 | China Eastern | CAN Guangzhou | MU2078 | 3h 50m | DETAILS,2026-01-30T15:36:51.446437
2026-04-18,BKK,departure,03:00,CAN Guangzhou,CZ3036,CZ,2h 55m,03:00 | China Southern | CAN Guangzhou | CZ3036 | 2h 55m | DETAILS,2026-01-30T15:36:51.510555
2026-04-18,BKK,departure,03:15,SZX Shenzhen,ZH306,ZH,2h 55m,03:15 | Shenzhen Airlines | SZX Shenzhen | ZH306 | 2h 55m | DETAILS,2026-01-30T15:36:51.577303
2026-04-18,BKK,departure,03:15,DXB Dubai,EK371,EK,6h 35m,03:15 | Emirates | DXB Dubai | EK371 | 6h 35m | DETAILS,2026-01-30T15:36:51.642088
2026-04-18,BKK,departure,03:15,AUH Abu Dhabi,EY401,EY,6h 30m,03:15 | Etihad | AUH Abu Dhabi | EY401 | 6h 30m | DETAILS,2026-01-30T15:36:51.712393
2026-04-18,BKK,departure,03:25,MNL Manila,5J932,5J,3h 45m,03:25 | Cebu Pacific | MNL Manila | 5J932 | 3h 45m | DETAILS,2026-01-30T15:36:51.772347
2026-04-18,BKK,departure,03:50,DEL Delhi,SG88,SG,4h 25m,03:50 | SpiceJet | DEL Delhi | SG88 | 4h 25m | DETAILS,2026-01-30T15:36:51.848090
2026-04-18,BKK,departure,04:05,XIY Xian,GJ8908,GJ,3h 35m,04:05 | Loong Air | XIY Xian | GJ8908 | 3h 35m | DETAILS,2026-01-30T15:36:51.912100
2026-04-18,BKK,departure,04:15,BBI Bhubaneswar,6E1066,6E,2h 45m,04:15 | IndiGo | BBI Bhubaneswar | 6E1066 | 2h 45m | DETAILS,2026-01-30T15:36:51.976044
2026-04-18,BKK,departure,04:20,ASB Ashgabat,T5642,T5,7h 30m,04:20 | Turkmenistan Airlines | ASB Ashgabat | T5642 | 7h 30m | DETAILS,2026-01-30T15:36:52.039928
2026-04-18,BKK,departure,04:20,WUH Wuhan,MU2564,MU,3h 20m,04:20 | China Eastern | WUH Wuhan | MU2564 | 3h 20m | DETAILS,2026-01-30T15:36:52.099151
2026-04-18,BKK,departure,05:05,PVG Shanghai,FM848,FM,4h 30m,05:05 | Shanghai Airlines | PVG Shanghai | FM848 | 4h 30m | DETAILS,2026-01-30T15:36:52.162239
2026-04-18,BKK,departure,06:00,PBH Paro,KB153,KB,3h 15m,06:00 | Drukair | PBH Paro | KB153 | 3h 15m | DETAILS,2026-01-30T15:36:52.225064
2026-04-18,BKK,departure,06:00,KUL Kuala Lumpur,MH797,MH,2h 10m,06:00 | Malaysia Airlines | KUL Kuala Lumpur | MH797 | 2h 10m | DETAILS,2026-01-30T15:36:52.292877
2026-04-18,BKK,departure,06:05,USM Koh Samui,PG101,PG,1h 5m,06:05 | Bangkok Airways | USM Koh Samui | PG101 | 1h 5m | DETAILS,2026-01-30T15:36:52.363190
2026-04-18,BKK,departure,06:10,CNX Chiang Mai,VZ100,VZ,1h 20m,06:10 | Vietjet Thailand | CNX Chiang Mai | VZ100 | 1h 20m | DETAILS,2026-01-30T15:36:52.421280
2026-04-18,BKK,departure,06:10,NST Nakhon Si Thammarat,VZ330,VZ,1h 20m,06:10 | Vietjet Thailand | NST Nakhon Si Thammarat | VZ330 | 1h 20m | DETAILS,2026-01-30T15:36:52.484450
2026-04-18,BKK,departure,06:25,USM Koh Samui,PG103,PG,1h 5m,06:25 | Bangkok Airways | USM Koh Samui | PG103 | 1h 5m | DETAILS,2026-01-30T15:36:52.548939
2026-04-18,BKK,departure,06:30,CEI Chiang Rai,VZ130,VZ,1h 25m,06:30 | Vietjet Thailand | CEI Chiang Rai | VZ130 | 1h 25m | DETAILS,2026-01-30T15:36:52.611189
2026-04-18,BKK,departure,06:30,USM Koh Samui,PG105,PG,1h 5m,06:30 | Bangkok Airways | USM Koh Samui | PG105 | 1h 5m | DETAILS,2026-01-30T15:36:52.674198
2026-04-18,BKK,departure,06:30,CCU Kolkata,B3701,B3,2h 45m,06:30 | Bhutan Airlines | CCU Kolkata | B3701 | 2h 45m | DETAILS,2026-01-30T15:36:52.740829
2026-04-18,BKK,departure,06:40,CEI Chiang Rai,FD4150,FD,1h 25m,06:40 | Thai AirAsia | CEI Chiang Rai | FD4150 | 1h 25m | DETAILS,2026-01-30T15:36:52.810480
2026-04-18,BKK,departure,06:40,USM Koh Samui,PG109,PG,1h 5m,06:40 | Bangkok Airways | USM Koh Samui | PG109 | 1h 5m | DETAILS,2026-01-30T15:36:52.872422
2026-04-18,BKK,departure,06:40,IST Istanbul,TK59,TK,10h 0m,06:40 | Turkish Airlines | IST Istanbul | TK59 | 10h 0m | DETAILS,2026-01-30T15:36:52.932149
2026-04-18,BKK,departure,07:00,THS Sukhothai,PG211,PG,1h 20m,07:00 | Bangkok Airways | THS Sukhothai | PG211 | 1h 20m | DETAILS,2026-01-30T15:36:52.996656
2026-04-18,BKK,departure,07:00,HDY Hat Yai,TG259,TG,1h 25m,07:00 | Thai Airways | HDY Hat Yai | TG259 | 1h 25m | DETAILS,2026-01-30T15:36:53.060689
2026-04-18,BKK,departure,07:00,KKC Khon Kaen,TG40,TG,1h 0m,07:00 | Thai Airways | KKC Khon Kaen | TG40 | 1h 0m | DETAILS,2026-01-30T15:36:53.123724
2026-04-18,BKK,departure,07:00,UTH Udon Thani,TG2,TG,1h 10m,07:00 | Thai Airways | UTH Udon Thani | TG2 | 1h 10m | DETAILS,2026-01-30T15:36:53.190646
2026-04-18,BKK,departure,07:00,HKT Phuket,VZ314,VZ,1h 30m,07:00 | Vietjet Thailand | HKT Phuket | VZ314 | 1h 30m | DETAILS,2026-01-30T15:36:53.254632
2026-04-18,BKK,departure,07:00,KBV Krabi,VZ340,VZ,1h 25m,07:00 | Vietjet Thailand | KBV Krabi | VZ340 | 1h 25m | DETAILS,2026-01-30T15:36:53.341966
2026-04-18,BKK,departure,07:00,NRT Tokyo,NH806,NH,6h 20m,07:00 | ANA | NRT Tokyo | NH806 | 6h 20m | DETAILS,2026-01-30T15:36:53.412286
2026-04-18,BKK,departure,07:05,KKC Khon Kaen,VZ210,VZ,1h 5m,07:05 | Vietjet Thailand | KKC Khon Kaen | VZ210 | 1h 5m | DETAILS,2026-01-30T15:36:53.472325
2026-04-18,BKK,departure,07:05,UBP Ubon Ratchathani,TG20,TG,1h 10m,07:05 | Thai Airways | UBP Ubon Ratchathani | TG20 | 1h 10m | DETAILS,2026-01-30T15:36:53.537805
2026-04-18,BKK,departure,07:05,HEL Helsinki,AY142,AY,12h 20m,07:05 | Finnair | HEL Helsinki | AY142 | 12h 20m | DETAILS,2026-01-30T15:36:53.599078
2026-04-18,BKK,departure,07:10,HDY Hat Yai,VZ320,VZ,1h 30m,07:10 | Vietjet Thailand | HDY Hat Yai | VZ320 | 1h 30m | DETAILS,2026-01-30T15:36:53.674522
2026-04-18,BKK,departure,07:10,USM Koh Samui,PG107,PG,1h 5m,07:10 | Bangkok Airways | USM Koh Samui | PG107 | 1h 5m | DETAILS,2026-01-30T15:36:53.735055
2026-04-18,BKK,departure,07:15,HDY Hat Yai,FD4202,FD,1h 35m,07:15 | Thai AirAsia | HDY Hat Yai | FD4202 | 1h 35m | DETAILS,2026-01-30T15:36:53.795621
2026-04-18,BKK,departure,07:15,UTH Udon Thani,FD4350,FD,1h 15m,07:15 | Thai AirAsia | UTH Udon Thani | FD4350 | 1h 15m | DETAILS,2026-01-30T15:36:53.855570
2026-04-18,BKK,departure,07:20,KBV Krabi,PG261,PG,1h 25m,07:20 | Bangkok Airways | KBV Krabi | PG261 | 1h 25m | DETAILS,2026-01-30T15:36:53.915968
2026-04-18,BKK,departure,07:25,CNX Chiang Mai,TG102,TG,1h 20m,07:25 | Thai Airways | CNX Chiang Mai | TG102 | 1h 20m | DETAILS,2026-01-30T15:36:53.977301
2026-04-18,BKK,departure,07:25,MNL Manila,TG620,TG,3h 20m,07:25 | Thai Airways | MNL Manila | TG620 | 3h 20m | DETAILS,2026-01-30T15:36:54.048760
2026-04-18,BKK,departure,07:30,URT Surat Thani,FD4212,FD,1h 25m,07:30 | Thai AirAsia | URT Surat Thani | FD4212 | 1h 25m | DETAILS,2026-01-30T15:36:54.110985
2026-04-18,BKK,departure,07:30,IXB Bagdogra,KB131,KB,3h 10m,07:30 | Drukair | IXB Bagdogra | KB131 | 3h 10m | DETAILS,2026-01-30T15:36:54.171216
2026-04-18,BKK,departure,07:30,USM Koh Samui,PG121,PG,1h 5m,07:30 | Bangkok Airways | USM Koh Samui | PG121 | 1h 5m | DETAILS,2026-01-30T15:36:54.235322
2026-04-18,BKK,departure,07:30,HKT Phuket,TG201,TG,1h 30m,07:30 | Thai Airways | HKT Phuket | TG201 | 1h 30m | DETAILS,2026-01-30T15:36:54.297604
2026-04-18,BKK,departure,07:30,KTI Phnom Penh,TG586,TG,1h 20m,07:30 | Thai Airways | KTI Phnom Penh | TG586 | 1h 20m | DETAILS,2026-01-30T15:36:54.362639
2026-04-18,BKK,departure,07:35,DEL Delhi,TG323,TG,4h 30m,07:35 | Thai Airways | DEL Delhi | TG323 | 4h 30m | DETAILS,2026-01-30T15:36:54.426603
2026-04-18,BKK,departure,07:35,SGN Ho Chi Minh City,TG550,TG,1h 30m,07:35 | Thai Airways | SGN Ho Chi Minh City | TG550 | 1h 30m | DETAILS,2026-01-30T15:36:54.497415
2026-04-18,BKK,departure,07:40,KBV Krabi,TG241,TG,1h 20m,07:40 | Thai Airways | KBV Krabi | TG241 | 1h 20m | DETAILS,2026-01-30T15:36:54.558518
2026-04-18,BKK,departure,07:40,CNX Chiang Mai,VZ114,VZ,1h 20m,07:40 | Vietjet Thailand | CNX Chiang Mai | VZ114 | 1h 20m | DETAILS,2026-01-30T15:36:54.619817
2026-04-18,BKK,departure,07:40,SAI Siem Reap,PG903,PG,1h 20m,07:40 | Bangkok Airways | SAI Siem Reap | PG903 | 1h 20m | DETAILS,2026-01-30T15:36:54.678985
2026-04-18,BKK,departure,07:45,HAN Hanoi,TG560,TG,1h 50m,07:45 | Thai Airways | HAN Hanoi | TG560 | 1h 50m | DETAILS,2026-01-30T15:36:54.741478
2026-04-18,BKK,departure,07:45,NRT Tokyo,TG676,TG,6h 10m,07:45 | Thai Airways | NRT Tokyo | TG676 | 6h 10m | DETAILS,2026-01-30T15:36:54.802484
2026-04-18,BKK,departure,07:45,CMB Colombo,UL403,UL,3h 20m,07:45 | SriLankan Airlines | CMB Colombo | UL403 | 3h 20m | DETAILS,2026-01-30T15:36:54.871662
2026-04-18,BKK,departure,07:50,KMG Kunming,MU9622,MU,2h 5m,07:50 | China Eastern | KMG Kunming | MU9622 | 2h 5m | DETAILS,2026-01-30T15:36:54.931051
2026-04-18,BKK,departure,07:55,HKT Phuket,FD4124,FD,1h 35m,07:55 | Thai AirAsia | HKT Phuket | FD4124 | 1h 35m | DETAILS,2026-01-30T15:36:54.993072
2026-04-18,BKK,departure,08:00,HKG Hong Kong,TG600,TG,2h 45m,08:00 | Thai Airways | HKG Hong Kong | TG600 | 2h 45m | DETAILS,2026-01-30T15:36:55.055751
2026-04-18,BKK,departure,08:00,ICN Seoul,TG652,TG,5h 25m,08:00 | Thai Airways | ICN Seoul | TG652 | 5h 25m | DETAILS,2026-01-30T15:36:55.117461
2026-04-18,BKK,departure,08:00,CNX Chiang Mai,PG215,PG,1h 20m,08:00 | Bangkok Airways | CNX Chiang Mai | PG215 | 1h 20m | DETAILS,2026-01-30T15:36:55.179177
2026-04-18,BKK,departure,08:00,CGK Jakarta,TG433,TG,3h 35m,08:00 | Thai Airways | CGK Jakarta | TG433 | 3h 35m | DETAILS,2026-01-30T15:36:55.241198
2026-04-18,BKK,departure,08:00,SIN Singapore,TG403,TG,2h 15m,08:00 | Thai Airways | SIN Singapore | TG403 | 2h 15m | DETAILS,2026-01-30T15:36:55.311149
2026-04-18,BKK,departure,08:05,NRT Tokyo,JL708,JL,6h 10m,08:05 | JAL | NRT Tokyo | JL708 | 6h 10m | DETAILS,2026-01-30T15:36:55.372729
2026-04-18,BKK,departure,08:05,HKT Phuket,PG271,PG,1h 30m,08:05 | Bangkok Airways | HKT Phuket | PG271 | 1h 30m | DETAILS,2026-01-30T15:36:55.460414
2026-04-18,BKK,departure,08:05,CEI Chiang Rai,TG130,TG,1h 35m,08:05 | Thai Airways | CEI Chiang Rai | TG130 | 1h 35m | DETAILS,2026-01-30T15:36:55.606765
2026-04-18,BKK,departure,08:05,HKT Phuket,TG203,TG,1h 30m,08:05 | Thai Airways | HKT Phuket | TG203 | 1h 30m | DETAILS,2026-01-30T15:36:55.708105
2026-04-18,BKK,departure,08:05,HKG Hong Kong,CX700,CX,3h 5m,08:05 | Cathay Pacific | HKG Hong Kong | CX700 | 3h 5m | DETAILS,2026-01-30T15:36:55.806954
2026-04-18,BKK,departure,08:10,MEL Melbourne,TG461,TG,8h 50m,08:10 | Thai Airways | MEL Melbourne | TG461 | 8h 50m | DETAILS,2026-01-30T15:36:55.900342
2026-04-18,BKK,departure,08:10,USM Koh Samui,PG123,PG,1h 10m,08:10 | Bangkok Airways | USM Koh Samui | PG123 | 1h 10m | DETAILS,2026-01-30T15:36:56.000740
2026-04-18,BKK,departure,08:15,DAD Da Nang,VZ964,VZ,1h 40m,08:15 | Vietjet Thailand | DAD Da Nang | VZ964 | 1h 40m | DETAILS,2026-01-30T15:36:56.100740
2026-04-18,BKK,departure,08:15,TDX Trat,PG301,PG,1h 0m,08:15 | Bangkok Airways | TDX Trat | PG301 | 1h 0m | DETAILS,2026-01-30T15:36:56.209362
2026-04-18,BKK,departure,08:20,HKT Phuket,VZ300,VZ,1h 30m,08:20 | Vietjet Thailand | HKT Phuket | VZ300 | 1h 30m | DETAILS,2026-01-30T15:36:56.315465
2026-04-18,BKK,departure,08:20,CAN Guangzhou,CZ362,CZ,3h 0m,08:20 | China Southern | CAN Guangzhou | CZ362 | 3h 0m | DETAILS,2026-01-30T15:36:56.411222
2026-04-18,BKK,departure,08:20,KBV Krabi,FD4402,FD,1h 30m,08:20 | Thai AirAsia | KBV Krabi | FD4402 | 1h 30m | DETAILS,2026-01-30T15:36:56.515696
2026-04-18,BKK,departure,08:25,KIX Osaka,TG672,TG,5h 30m,08:25 | Thai Airways | KIX Osaka | TG672 | 5h 30m | DETAILS,2026-01-30T15:36:56.612644
2026-04-18,BKK,departure,08:25,TPE Taipei,TG632,TG,3h 40m,08:25 | Thai Airways | TPE Taipei | TG632 | 3h 40m | DETAILS,2026-01-30T15:36:56.713123
2026-04-18,BKK,departure,08:30,UTH Udon Thani,VZ200,VZ,1h 10m,08:30 | Vietjet Thailand | UTH Udon Thani | VZ200 | 1h 10m | DETAILS,2026-01-30T15:36:56.812874
2026-04-18,BKK,departure,08:30,CNX Chiang Mai,FD4104,FD,1h 20m,08:30 | Thai AirAsia | CNX Chiang Mai | FD4104 | 1h 20m | DETAILS,2026-01-30T15:36:56.914652
2026-04-18,BKK,departure,08:30,SYD Sydney,TG475,TG,9h 0m,08:30 | Thai Airways | SYD Sydney | TG475 | 9h 0m | DETAILS,2026-01-30T15:36:57.025624
2026-04-18,BKK,departure,08:40,DEL Delhi,AI2333,AI,4h 25m,08:40 | Air India | DEL Delhi | AI2333 | 4h 25m | DETAILS,2026-01-30T15:36:57.132551
2026-04-18,BKK,departure,08:40,KTI Phnom Penh,VZ720,VZ,1h 15m,08:40 | Vietjet Thailand | KTI Phnom Penh | VZ720 | 1h 15m | DETAILS,2026-01-30T15:36:57.230994
2026-04-18,BKK,departure,08:55,BOM Mumbai,6E1052,6E,4h 25m,08:55 | IndiGo | BOM Mumbai | 6E1052 | 4h 25m | DETAILS,2026-01-30T15:36:57.343185
2026-04-18,BKK,departure,08:55,SHJ Sharjah,G9822,G9,6h 25m,08:55 | Air Arabia | SHJ Sharjah | G9822 | 6h 25m | DETAILS,2026-01-30T15:36:57.440457
2026-04-18,BKK,departure,08:55,TPE Taipei,VZ568,VZ,3h 50m,08:55 | Vietjet Thailand | TPE Taipei | VZ568 | 3h 50m | DETAILS,2026-01-30T15:36:57.548792
2026-04-18,BKK,departure,09:00,MCT Muscat,WY818,WY,5h 50m,09:00 | Oman Air | MCT Muscat | WY818 | 5h 50m | DETAILS,2026-01-30T15:36:57.656459
2026-04-18,BKK,departure,09:00,RUN Saint Denis de la Reunion,UU888,UU,7h 35m,09:00 | Air Austral | RUN Saint Denis de la Reunion | UU888 | 7h 35m | DETAILS,2026-01-30T15:36:57.774693
2026-04-18,BKK,departure,09:05,KUL Kuala Lumpur,TG415,TG,2h 10m,09:05 | Thai Airways | KUL Kuala Lumpur | TG415 | 2h 10m | DETAILS,2026-01-30T15:36:57.881537
2026-04-18,BKK,departure,09:05,SIN Singapore,TR609,TR,2h 20m,09:05 | Scoot | SIN Singapore | TR609 | 2h 20m | DETAILS,2026-01-30T15:36:57.989196
2026-04-18,BKK,departure,09:05,DOH Doha,QR831,QR,6h 55m,09:05 | Qatar Airways | DOH Doha | QR831 | 6h 55m | DETAILS,2026-01-30T15:36:58.091255
2026-04-18,BKK,departure,09:10,CDG Paris,AF195,AF,12h 30m,09:10 | Air France | CDG Paris | AF195 | 12h 30m | DETAILS,2026-01-30T15:36:58.192932
2026-04-18,BKK,departure,09:15,JJN Jinjiang,AQ1436,AQ,2h 45m,09:15 | 9 Air | JJN Jinjiang | AQ1436 | 2h 45m | DETAILS,2026-01-30T15:36:58.285118
2026-04-18,BKK,departure,09:15,AUH Abu Dhabi,EY403,EY,6h 20m,09:15 | Etihad | AUH Abu Dhabi | EY403 | 6h 20m | DETAILS,2026-01-30T15:36:58.387655
2026-04-18,BKK,departure,09:15,USM Koh Samui,PG115,PG,1h 30m,09:15 | Bangkok Airways | USM Koh Samui | PG115 | 1h 30m | DETAILS,2026-01-30T15:36:58.512424
2026-04-18,BKK,departure,09:20,RGN Yangon,UB20,UB,1h 25m,09:20 | Myanmar National Airlines | RGN Yangon | UB20 | 1h 25m | DETAILS,2026-01-30T15:36:58.602713
2026-04-18,BKK,departure,09:20,SIN Singapore,SQ705,SQ,2h 25m,09:20 | Singapore Airlines | SIN Singapore | SQ705 | 2h 25m | DETAILS,2026-01-30T15:36:58.689844
